"q_demos_state","year","month","order_totals","log_total","count","count_female","count_male","count_less5","count_5to10","count_over10","count_hh1","count_hh2","count_hh3","count_hh4","count_howmany1","count_howmany2","count_howmany3","count_howmany4","count_1824","count_2534","count_3544","count_4554","count_5564","count_65up","count_und25k","count_2549k","count_5074k","count_7599k","count_100149k","count_150kup","count_lessHS","count_HS","count_B","count_G"
"Pennsylvania",2022,3,22400.2,4.350251895946155,427,278,149,156,194,77,56,143,76,152,251,114,40,22,82,122,123,76,21,3,39,85,96,81,76,50,7,157,161,102
"Pennsylvania",2022,4,24375.93,4.386961194059325,482,289,193,170,224,88,64,166,83,169,294,116,43,29,89,128,131,105,26,3,47,85,114,78,119,39,5,166,209,101
"Pennsylvania",2022,5,22355.38,4.349382056467548,477,301,176,170,209,98,63,151,89,174,275,126,45,31,93,135,125,98,25,1,39,94,117,69,113,45,11,152,208,106
"Pennsylvania",2022,6,26681.61,4.426212031879434,464,309,155,133,247,84,51,158,83,172,251,130,58,25,91,119,119,107,26,2,43,66,116,76,119,44,5,159,185,115
"Pennsylvania",2022,7,21915.23,4.340746032927768,475,286,189,178,214,83,60,158,83,174,281,130,41,23,99,148,124,75,24,5,44,96,100,79,114,42,7,149,227,92
"Pennsylvania",2022,8,24642.57,4.39168599889072,467,293,174,188,197,82,63,178,82,144,293,122,35,17,85,125,138,83,33,3,32,88,105,84,100,57,9,156,197,105
"Pennsylvania",2022,9,20287.35,4.307225321772644,438,273,165,178,186,74,68,154,75,141,276,113,30,19,85,96,147,85,23,2,37,64,111,83,95,47,5,161,179,93
"Pennsylvania",2022,10,29723.11,4.473094248735075,488,318,170,183,210,95,54,188,82,164,300,131,32,25,81,139,140,94,32,2,38,96,107,86,105,54,6,147,237,98
"Pennsylvania",2022,11,28446.44,4.454027923276044,472,300,172,172,211,89,68,166,80,158,303,107,44,18,102,122,136,80,31,1,41,83,112,80,103,50,4,166,219,83
"Pennsylvania",2022,12,20326.73,4.308067518471769,364,240,124,142,164,58,76,133,67,88,230,96,27,11,70,98,95,71,24,6,43,89,87,57,54,33,3,130,155,76
"Rhode Island",2018,1,497.07,2.696417552663002,12,9,3,8,4,0,0,2,8,2,10,2,0,0,2,8,0,0,2,0,2,5,1,0,4,0,0,7,5,0
"Rhode Island",2018,2,644.83,2.809445234335769,14,12,2,9,5,0,1,1,11,1,13,1,0,0,1,12,0,0,1,0,1,7,1,0,5,0,0,8,6,0
"Rhode Island",2018,3,661.64,2.820621752974588,15,14,1,7,8,0,1,4,9,1,15,0,0,0,0,10,0,1,4,0,0,6,1,0,8,0,0,10,5,0
"Rhode Island",2018,4,255.34,2.4071188540464235,9,9,0,3,6,0,0,1,8,0,9,0,0,0,0,8,0,0,1,0,0,3,0,0,6,0,0,4,5,0
"Rhode Island",2018,5,509.55,2.7071868059257094,17,15,2,11,6,0,2,1,14,0,17,0,0,0,0,16,0,0,1,0,0,9,2,0,6,0,0,10,7,0
"Rhode Island",2018,6,496.05,2.6955254539693843,10,10,0,5,5,0,0,3,7,0,10,0,0,0,0,7,0,0,3,0,0,5,0,0,5,0,0,8,2,0
"Rhode Island",2018,7,459.57,2.662351670887225,13,13,0,7,6,0,1,4,8,0,13,0,0,0,0,9,0,0,4,0,0,7,0,0,6,0,0,10,3,0
"Rhode Island",2018,8,832.55,2.9204103251477598,10,10,0,3,7,0,0,6,4,0,10,0,0,0,0,4,0,0,6,0,0,3,0,0,7,0,0,9,1,0
"Rhode Island",2018,9,970.8000000000001,2.9871297676598974,12,10,2,5,7,0,1,4,6,1,12,0,0,0,0,7,0,1,4,0,0,3,2,0,7,0,0,7,5,0
"Rhode Island",2018,10,908.73,2.958434865699039,15,11,4,9,6,0,4,2,8,1,15,0,0,0,0,12,0,1,2,0,0,5,4,0,6,0,0,7,8,0
"Rhode Island",2018,11,898.43,2.9534842452758054,9,8,1,4,5,0,1,2,6,0,9,0,0,0,0,7,0,0,2,0,0,3,1,0,5,0,0,5,4,0
"Rhode Island",2018,12,1188.68,3.0750649555952334,17,14,3,6,11,0,4,3,7,3,17,0,0,0,0,11,0,3,3,0,0,3,3,0,11,0,0,5,12,0
"Rhode Island",2019,1,980.73,2.991549460336416,19,15,4,8,11,0,4,4,11,0,19,0,0,0,0,15,0,0,4,0,0,4,4,0,11,0,0,6,13,0
"Rhode Island",2019,2,593.67,2.7735451032234386,10,9,1,2,8,0,1,2,4,3,10,0,0,0,0,5,0,3,2,0,0,1,1,0,8,0,0,3,7,0
"Rhode Island",2019,3,330.98,2.5198017516244735,8,6,2,3,5,0,1,2,5,0,8,0,0,0,0,6,0,0,2,0,0,1,2,0,5,0,0,3,5,0
"Rhode Island",2019,4,151.95000000000002,2.1817007044159618,5,5,0,0,5,0,0,2,1,2,5,0,0,0,0,1,0,2,2,0,0,0,0,0,5,0,0,2,3,0
"Rhode Island",2019,5,485.92,2.68656477457419,15,14,1,3,12,0,2,6,3,4,14,1,0,0,1,5,0,3,6,0,1,2,0,0,12,0,0,6,9,0
"Rhode Island",2019,6,100.17,2.000737673774033,5,3,2,2,3,0,1,2,2,0,5,0,0,0,0,3,0,0,2,0,0,0,2,0,3,0,0,2,3,0
"Rhode Island",2019,7,486.59999999999997,2.6871721045948,10,5,5,7,3,0,6,3,0,1,9,1,0,0,1,6,0,0,3,0,1,2,4,0,3,0,0,3,7,0
"Rhode Island",2019,8,386.41,2.587048357103245,9,6,3,5,4,0,5,2,1,1,9,0,0,0,0,6,0,1,2,0,0,2,3,0,4,0,0,2,7,0
"Rhode Island",2019,9,183,2.2624510897304293,10,7,3,4,6,0,2,2,4,2,8,2,0,0,2,6,0,0,2,0,2,1,1,0,6,0,0,2,8,0
"Rhode Island",2019,10,1066.95,3.028144067753532,14,12,2,4,10,0,3,2,7,2,14,0,0,0,0,10,0,2,2,0,0,2,2,0,10,0,0,3,11,0
"Rhode Island",2019,11,508.47999999999996,2.7062738755272857,13,13,0,0,13,0,0,6,6,1,13,0,0,0,0,6,0,1,6,0,0,0,0,0,13,0,0,6,7,0
"Rhode Island",2019,12,346.69,2.539941314954773,7,6,1,2,5,0,2,2,2,1,7,0,0,0,0,4,0,1,2,0,0,1,1,0,5,0,0,2,5,0
"Rhode Island",2020,1,453.01,2.6561077889816715,11,9,2,3,8,0,2,3,5,1,11,0,0,0,0,7,0,1,3,0,0,1,2,0,8,0,0,3,8,0
"Rhode Island",2020,2,142.2,2.1528995963937474,5,4,1,3,2,0,1,1,3,0,5,0,0,0,0,4,0,0,1,0,0,2,1,0,2,0,0,2,3,0
"Rhode Island",2020,3,232.01,2.365506704077209,7,7,0,0,7,0,0,2,4,1,7,0,0,0,0,4,0,1,2,0,0,0,0,0,7,0,0,2,5,0
"Rhode Island",2020,4,323.56,2.509954826744245,8,6,2,2,6,0,1,1,5,1,8,0,0,0,0,6,0,1,1,0,0,0,2,0,6,0,0,1,7,0
"Rhode Island",2020,5,769.37,2.886135247881285,14,11,3,4,10,0,2,3,7,2,13,1,0,0,1,9,0,1,3,0,1,1,2,0,10,0,0,3,11,0
"Rhode Island",2020,6,1073.53,3.0308141853837336,15,13,2,4,11,0,3,2,8,2,14,1,0,0,1,11,0,1,2,0,1,2,1,0,11,0,0,2,13,0
"Rhode Island",2020,7,738.02,2.8680681311617207,14,8,6,7,7,0,5,3,4,2,12,2,0,0,2,9,0,0,3,0,2,1,4,0,7,0,0,3,11,0
"Rhode Island",2020,8,280.29,2.4476076035673127,7,3,4,5,2,0,4,0,2,1,6,1,0,0,1,6,0,0,0,0,1,1,3,0,2,0,0,0,7,0
"Rhode Island",2020,9,284.07,2.453425371271665,10,8,2,2,8,0,2,3,2,3,10,0,0,0,0,4,0,3,3,0,0,0,2,0,8,0,0,3,7,0
"Rhode Island",2020,10,1095.43,3.0395846305639624,12,9,3,4,8,0,4,3,4,1,12,0,0,0,0,8,0,1,3,0,0,1,3,0,8,0,0,3,9,0
"Rhode Island",2020,11,1230.25,3.0899933737061183,22,21,1,4,18,0,4,5,12,1,22,0,0,0,0,16,0,1,5,0,0,3,1,0,18,0,0,5,17,0
"Rhode Island",2020,12,954.96,2.9799851808579945,17,14,3,6,11,0,5,3,6,3,16,1,0,0,1,11,0,2,3,0,1,3,2,0,11,0,0,3,14,0
"Rhode Island",2021,1,454.3,2.657342736814626,10,9,1,2,8,0,1,2,6,1,10,0,0,0,0,7,0,1,2,0,0,1,1,0,8,0,0,2,8,0
"Rhode Island",2021,2,362.86,2.559739096233808,6,5,1,3,3,0,2,2,1,1,6,0,0,0,0,3,0,1,2,0,0,2,1,0,3,0,0,2,4,0
"Rhode Island",2021,3,1195.72,3.0776294934554387,10,7,3,4,6,0,3,4,1,2,9,1,0,0,1,4,0,1,4,0,1,1,2,0,6,0,0,4,6,0
"Rhode Island",2021,4,1100.76,3.0416926395552215,7,6,1,1,6,0,1,3,1,2,7,0,0,0,0,2,0,2,3,0,0,0,1,0,6,0,0,3,4,0
"Rhode Island",2021,5,1367.18,3.1358256966164477,15,14,1,1,14,0,1,6,1,7,15,0,0,0,0,2,0,7,6,0,0,0,1,0,14,0,0,6,9,0
"Rhode Island",2021,6,488.09999999999997,2.6885088076565213,11,10,1,5,6,0,4,4,2,1,11,0,0,0,0,6,0,1,4,0,0,4,1,0,6,0,0,4,7,0
"Rhode Island",2021,7,978.26,2.9904542960540588,16,13,3,4,12,0,2,8,3,3,15,1,0,0,1,5,0,2,8,0,1,1,2,0,12,0,0,8,8,0
"Rhode Island",2021,8,1018.35,3.0078970677300725,18,17,1,6,12,0,6,9,2,1,18,0,0,0,0,8,0,1,9,0,0,5,1,0,12,0,0,9,9,0
"Rhode Island",2021,9,756.45,2.878780227214815,16,16,0,5,11,0,5,6,2,3,16,0,0,0,0,7,0,3,6,0,0,5,0,0,11,0,0,6,10,0
"Rhode Island",2021,10,1813.25,3.258457686133784,14,11,3,5,9,0,4,7,2,1,13,1,0,0,1,6,0,0,7,0,1,2,2,0,9,0,0,7,7,0
"Rhode Island",2021,11,1387.77,3.142317494931694,18,17,1,5,13,0,5,9,3,1,18,0,0,0,0,8,0,1,9,0,0,4,1,0,13,0,0,9,9,0
"Rhode Island",2021,12,651.59,2.81397441053803,21,18,3,6,15,0,5,0,8,8,21,0,0,0,0,13,0,8,0,0,0,3,3,0,15,0,0,0,21,0
"Rhode Island",2022,1,744.4399999999999,2.871829700450885,15,11,4,7,8,0,5,4,1,5,14,1,0,0,1,6,0,4,4,0,1,3,3,0,8,0,0,4,11,0
"Rhode Island",2022,2,417.24,2.6203859367308833,11,9,2,2,9,0,1,3,2,5,11,0,0,0,0,3,0,5,3,0,0,0,2,0,9,0,0,3,8,0
"Rhode Island",2022,3,922.0500000000001,2.964754472176539,20,19,1,4,16,0,4,6,2,8,20,0,0,0,0,6,0,8,6,0,0,3,1,0,16,0,0,6,14,0
"Rhode Island",2022,4,943.9000000000001,2.9749259860897626,13,9,4,5,8,0,5,3,2,3,13,0,0,0,0,7,0,3,3,0,0,1,4,0,8,0,0,3,10,0
"Rhode Island",2022,5,982.74,2.9924386332940447,12,12,0,0,12,0,0,6,2,4,12,0,0,0,0,2,0,4,6,0,0,0,0,0,12,0,0,6,6,0
"Rhode Island",2022,6,765.46,2.8839225010654235,16,14,2,5,11,0,4,9,3,0,16,0,0,0,0,7,0,0,9,0,0,3,2,0,11,0,0,9,7,0
"Rhode Island",2022,7,2105.23,3.323299550183177,22,21,1,1,21,0,0,9,9,4,21,1,0,0,1,9,0,3,9,0,1,0,0,0,21,0,0,9,13,0
"Rhode Island",2022,8,921.32,2.96441049892281,15,15,0,0,15,0,0,6,8,1,15,0,0,0,0,8,0,1,6,0,0,0,0,0,15,0,0,6,9,0
"Rhode Island",2022,9,2134.19,3.3292330806359622,19,17,2,4,15,0,3,3,8,5,19,0,0,0,0,11,0,5,3,0,0,2,2,0,15,0,0,4,15,0
"Rhode Island",2022,10,878.3000000000001,2.9436428827521293,16,14,2,5,11,0,4,3,5,4,16,0,0,0,0,9,0,4,3,0,0,3,2,0,11,0,0,3,13,0
"Rhode Island",2022,11,1712.61,3.233658475556451,24,20,4,5,19,0,2,6,8,8,22,2,0,0,2,10,0,6,6,0,2,1,2,0,19,0,0,6,18,0
"Rhode Island",2022,12,741.48,2.870099441262203,15,14,1,1,14,0,0,2,8,5,15,0,0,0,0,8,0,5,2,0,0,0,1,0,14,0,0,2,13,0
"South Carolina",2018,1,1160.58,3.0646750821991486,37,25,12,20,14,3,6,18,6,7,19,1,15,2,1,11,20,0,3,2,2,10,3,7,15,0,0,19,13,5
"South Carolina",2018,2,1030.66,3.013115421368239,38,25,13,24,10,4,9,13,4,12,17,1,16,4,0,9,23,0,6,0,0,15,6,8,9,0,0,20,14,4
"South Carolina",2018,3,1342.35,3.1278657671374064,39,22,17,21,13,5,6,16,2,15,18,4,15,2,0,6,27,0,5,1,7,7,5,4,16,0,0,26,11,2
"South Carolina",2018,4,1813.35,3.2584816366373968,40,21,19,28,11,1,8,14,6,12,22,2,15,1,0,8,23,0,7,2,5,11,6,7,11,0,0,22,13,5
"South Carolina",2018,5,1329.27,3.123613203365975,32,16,16,15,13,4,3,15,2,12,12,3,14,3,0,6,22,0,2,2,2,10,1,6,13,0,0,21,8,3
"South Carolina",2018,6,1752.35,3.243620852909535,48,24,24,31,15,2,10,24,8,6,29,4,13,2,1,11,19,9,6,2,0,10,9,14,15,0,0,18,24,6
"South Carolina",2018,7,2263.81,3.3548399740117207,61,32,28,38,20,3,17,23,11,10,38,5,16,2,2,12,24,11,7,5,3,14,15,9,20,0,0,27,31,3
"South Carolina",2018,8,1611.4,3.20720335930803,47,20,27,31,16,0,14,17,7,9,22,6,19,0,2,6,22,7,7,3,0,10,11,10,16,0,0,25,16,6
"South Carolina",2018,9,1082.99,3.034624446500787,29,13,16,18,9,2,9,10,4,6,17,2,10,0,0,5,13,6,3,2,0,9,7,3,10,0,0,14,13,2
"South Carolina",2018,10,2092.52,3.3206696176082504,42,23,19,25,15,2,11,14,8,9,26,6,9,1,4,7,14,2,10,5,1,13,7,8,13,0,0,22,17,3
"South Carolina",2018,11,1764.16,3.246537970799175,45,22,23,25,17,3,7,15,11,12,24,6,14,1,0,9,25,1,7,3,4,12,4,9,16,0,0,25,14,6
"South Carolina",2018,12,2930.05,3.4668750314595083,55,25,30,26,25,4,11,25,7,12,31,9,11,4,2,15,21,6,5,6,4,14,8,7,22,0,0,23,30,2
"South Carolina",2019,1,1700.6,3.230602174740531,51,31,19,29,16,6,11,23,5,12,30,4,11,6,2,17,19,4,7,2,3,17,7,11,13,0,0,25,23,3
"South Carolina",2019,2,3123.42,3.4946303868616817,52,31,21,33,16,3,10,14,5,23,35,3,12,2,5,16,22,4,5,0,1,26,7,11,7,0,0,33,18,1
"South Carolina",2019,3,3583.11,3.5542601410323416,68,47,21,34,29,5,4,22,8,34,43,0,20,5,3,16,45,2,1,1,5,21,2,28,12,0,0,45,18,5
"South Carolina",2019,4,3949.1,3.5964981311785094,61,38,23,33,27,1,15,16,5,25,45,1,14,1,2,9,29,6,12,3,4,22,11,15,9,0,0,41,19,1
"South Carolina",2019,5,2547.26,3.406073275863645,60,35,24,30,29,1,12,16,7,25,42,3,14,1,2,11,35,4,6,2,5,20,4,20,11,0,0,42,13,5
"South Carolina",2019,6,2394.13,3.379147728672644,52,26,26,22,28,2,11,23,2,16,32,8,10,2,2,12,23,8,4,3,2,10,9,13,18,0,0,26,25,1
"South Carolina",2019,7,5562.62,3.745279392937427,83,47,34,46,35,2,19,29,17,18,66,1,14,2,12,16,31,9,10,5,9,19,10,17,28,0,0,51,29,3
"South Carolina",2019,8,3089.45,3.489881170937614,83,39,41,43,36,4,13,25,22,23,53,2,24,4,18,10,39,1,8,7,7,23,2,13,38,0,0,59,21,3
"South Carolina",2019,9,1789.9,3.2528287680405925,62,35,25,31,29,2,15,22,13,12,37,6,17,2,8,9,26,5,10,4,4,12,11,9,26,0,0,36,25,1
"South Carolina",2019,10,2964.38,3.4719338745181743,70,35,35,36,32,2,19,21,2,28,57,0,11,2,7,3,32,13,9,6,7,13,19,16,15,0,0,43,26,1
"South Carolina",2019,11,4155.5,3.618623286646383,77,41,35,34,38,5,17,32,8,20,48,6,18,5,7,7,34,13,11,5,3,15,15,18,26,0,0,42,32,3
"South Carolina",2019,12,6157.35,3.7893938407359444,104,47,55,43,58,3,11,54,15,24,63,13,25,3,13,16,44,11,10,10,7,14,12,19,52,0,0,64,38,2
"South Carolina",2020,1,4957.51,3.6952635989117204,77,44,30,36,39,2,17,27,11,22,46,11,18,2,12,17,30,5,12,1,2,24,9,16,26,0,0,51,25,1
"South Carolina",2020,2,3150.2,3.4983381271670835,80,47,33,35,42,3,16,31,14,19,47,7,23,3,14,9,33,4,16,4,3,23,6,12,36,0,0,60,20,0
"South Carolina",2020,3,3296.81,3.518093918835821,73,44,27,33,35,5,18,29,10,16,47,3,18,5,10,9,30,7,14,3,1,22,10,15,25,0,0,48,22,3
"South Carolina",2020,4,4704.99,3.672558704713449,91,59,31,40,44,7,14,35,15,27,57,8,19,7,10,19,43,4,10,5,3,26,6,25,31,0,0,56,31,4
"South Carolina",2020,5,5701.72,3.756005886168687,105,63,42,56,45,4,10,48,19,28,61,11,30,3,13,26,48,3,11,4,7,34,4,21,39,0,0,77,25,3
"South Carolina",2020,6,2592.65,3.413743892269473,76,45,28,34,41,1,13,32,17,14,52,5,18,1,18,9,32,7,9,1,6,11,7,17,35,0,0,58,17,1
"South Carolina",2020,7,4422.32,3.6456501650192634,81,39,40,40,38,3,9,38,19,15,50,15,14,2,18,18,27,5,8,5,7,13,5,16,40,0,0,52,27,2
"South Carolina",2020,8,4460.19,3.649353359652497,95,54,38,43,48,4,21,36,18,20,67,11,14,3,19,14,35,7,14,6,6,21,7,26,35,0,0,66,27,2
"South Carolina",2020,9,3281.28,3.5160432914242863,104,59,41,45,56,3,24,40,17,23,73,11,17,3,19,12,42,7,16,8,9,18,10,27,40,0,0,72,29,3
"South Carolina",2020,10,6163.16,3.7898034424694598,83,42,38,37,45,1,18,37,16,12,51,13,18,1,18,15,27,7,13,3,6,14,8,13,42,0,0,57,25,1
"South Carolina",2020,11,4317.32,3.635214239780588,78,42,32,40,36,2,22,35,10,11,52,7,17,2,8,11,28,11,13,7,9,11,14,15,29,0,0,42,33,3
"South Carolina",2020,12,8372.5,3.9228551562119045,122,72,39,62,56,4,32,52,18,20,85,11,22,4,25,22,37,7,23,8,13,27,16,23,43,0,0,79,41,2
"South Carolina",2021,1,4366.85,3.640168274291133,107,61,39,55,47,5,24,35,25,23,74,14,14,5,21,23,37,8,16,2,10,27,8,30,32,0,0,67,38,2
"South Carolina",2021,2,4407.89,3.644230748051285,96,66,23,45,47,4,25,29,18,24,71,9,12,4,18,18,33,4,19,4,7,24,13,27,25,0,0,62,33,1
"South Carolina",2021,3,5971.52,3.776084891194764,109,66,34,52,53,4,23,41,20,25,70,23,14,2,23,23,35,3,22,3,12,28,8,35,26,0,0,81,27,1
"South Carolina",2021,4,4825.24,3.6835189193551434,107,75,23,58,45,4,29,33,24,21,79,8,16,4,22,22,33,6,21,3,10,30,13,27,27,0,0,72,33,2
"South Carolina",2021,5,5316.55,3.725629902596018,94,63,22,42,48,4,24,30,17,23,67,7,16,4,17,14,40,2,17,4,12,18,9,28,27,0,0,64,25,5
"South Carolina",2021,6,7021.38,3.846422477868352,109,68,36,45,55,9,26,34,18,31,69,18,21,1,16,6,51,2,28,6,12,14,13,24,46,0,0,86,22,1
"South Carolina",2021,7,3744.86,3.5734355864242793,91,58,29,43,39,9,24,27,14,26,63,10,13,5,13,12,38,3,17,8,7,15,12,26,31,0,0,56,31,4
"South Carolina",2021,8,5010.93,3.6999183359242624,87,61,24,33,51,3,11,44,11,21,52,13,19,3,7,19,39,2,13,7,5,15,6,27,34,0,0,64,21,2
"South Carolina",2021,9,4183.81,3.6215719536256645,91,57,31,35,54,2,17,40,16,18,53,20,18,0,17,16,36,2,18,2,4,15,11,28,33,0,0,65,23,3
"South Carolina",2021,10,4998.7,3.698857073089026,89,51,36,36,43,10,14,34,16,25,54,14,15,6,18,15,35,2,11,8,4,18,6,20,41,0,0,58,28,3
"South Carolina",2021,11,8750.38,3.9420269134017047,106,63,36,46,54,6,26,41,16,23,68,11,23,4,23,10,44,8,16,5,9,12,20,24,41,0,0,69,36,1
"South Carolina",2021,12,6134.11,3.787751559707221,107,70,33,41,57,9,19,44,12,32,67,9,22,9,21,13,47,6,15,5,2,24,12,34,33,2,0,72,33,2
"South Carolina",2022,1,3924.96,3.5938352351276928,80,56,21,24,52,4,13,45,6,16,38,17,23,2,10,18,39,1,9,3,3,12,7,23,35,0,0,56,22,2
"South Carolina",2022,2,3569.86,3.552651184622087,93,55,32,21,56,16,20,40,3,30,47,20,17,9,15,9,48,4,11,6,8,10,8,32,35,0,0,61,30,2
"South Carolina",2022,3,5296.82,3.724015214707357,127,87,35,48,57,22,31,47,8,41,73,21,20,13,18,22,57,3,23,4,11,31,11,35,39,0,0,86,39,2
"South Carolina",2022,4,4956.44,3.695169853210473,97,65,31,27,58,12,22,41,7,27,49,18,20,10,10,15,45,6,18,3,1,15,11,37,29,4,0,61,33,3
"South Carolina",2022,5,3602.98,3.5566618513777044,80,48,31,15,58,7,9,49,2,20,35,20,23,2,10,13,41,2,9,5,1,6,8,25,38,2,0,57,21,2
"South Carolina",2022,6,5431.7,3.7349357752741934,110,68,39,33,61,16,16,56,5,33,55,26,19,10,13,20,49,7,13,8,3,15,14,34,44,0,0,66,44,0
"South Carolina",2022,7,5776.46,3.761661770348814,107,63,40,38,59,10,20,48,7,32,63,21,16,7,10,20,48,9,15,5,3,12,18,38,36,0,0,57,46,4
"South Carolina",2022,8,4048.96,3.6073434863596496,88,55,31,29,55,4,17,52,4,15,43,19,22,4,13,17,35,8,11,4,2,12,10,30,34,0,0,55,31,2
"South Carolina",2022,9,4374.58,3.640936363086712,91,63,24,25,55,11,11,46,7,27,45,16,20,10,10,15,47,3,12,4,4,11,8,35,33,0,0,58,31,2
"South Carolina",2022,10,3581.93,3.554117094379907,75,46,26,19,46,10,14,36,5,20,35,20,16,4,5,16,36,3,12,3,1,8,10,21,34,1,0,44,29,2
"South Carolina",2022,11,6230.78,3.794542417203602,93,61,30,28,56,9,14,43,8,28,48,21,17,7,10,18,47,2,11,5,3,6,11,39,34,0,0,53,35,5
"South Carolina",2022,12,5091.37,3.706834659229318,73,58,14,29,34,10,12,31,11,19,37,14,16,6,3,9,37,1,17,6,3,7,10,27,26,0,0,44,27,2
"South Dakota",2018,2,223.87,2.3499958992628565,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"South Dakota",2018,3,207.95999999999998,2.317979808761542,2,2,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0
"South Dakota",2018,9,210.14999999999998,2.3225293943414558,4,1,3,4,0,0,0,1,3,0,3,1,0,0,0,1,3,0,0,0,0,1,0,3,0,0,0,4,0,0
"South Dakota",2019,2,1315.35,3.11904132913278,3,1,2,3,0,0,0,1,2,0,2,1,0,0,0,1,2,0,0,0,0,1,0,2,0,0,0,3,0,0
"South Dakota",2019,9,184.41,2.2657844678405197,6,5,1,6,0,0,0,5,1,0,1,5,0,0,0,5,1,0,0,0,0,5,0,1,0,0,0,6,0,0
"South Dakota",2019,10,242.84,2.3853202242009113,6,4,2,6,0,0,0,4,2,0,2,4,0,0,0,4,2,0,0,0,0,4,0,2,0,0,0,6,0,0
"South Dakota",2019,11,162.05,2.209649035368229,4,3,1,4,0,0,0,3,1,0,1,3,0,0,0,3,1,0,0,0,0,3,0,1,0,0,0,4,0,0
"South Dakota",2019,12,274.76,2.438953507704396,7,5,2,7,0,0,0,5,2,0,2,5,0,0,0,5,2,0,0,0,0,5,0,2,0,0,0,7,0,0
"South Dakota",2020,1,332.59000000000003,2.5219091871261097,5,3,2,5,0,0,0,3,2,0,2,3,0,0,0,3,2,0,0,0,0,3,0,2,0,0,0,5,0,0
"South Dakota",2020,3,335.5,2.525692524505011,4,1,3,4,0,0,0,1,3,0,3,1,0,0,0,1,3,0,0,0,0,1,0,3,0,0,0,4,0,0
"South Dakota",2020,4,108.89,2.036987997806906,4,2,2,4,0,0,0,2,2,0,2,2,0,0,0,2,2,0,0,0,0,2,0,2,0,0,0,4,0,0
"South Dakota",2020,5,998.03,2.999143596035504,6,4,2,6,0,0,0,4,2,0,2,4,0,0,0,4,2,0,0,0,0,4,0,2,0,0,0,6,0,0
"South Dakota",2020,6,285.54,2.455666955182401,6,5,1,6,0,0,0,5,1,0,1,5,0,0,0,5,1,0,0,0,0,5,0,1,0,0,0,6,0,0
"South Dakota",2020,7,218.73,2.339908352955007,6,1,5,6,0,0,0,1,5,0,5,1,0,0,0,1,5,0,0,0,0,1,0,5,0,0,0,6,0,0
"South Dakota",2020,9,116.65,2.0668847431297714,4,4,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0
"South Dakota",2020,11,130.32,2.115011071300453,3,3,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0
"South Dakota",2020,12,224.79000000000002,2.3517769873177636,6,6,0,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0
"South Dakota",2021,1,291.46000000000004,2.4645789605657913,6,5,1,6,0,0,0,5,1,0,1,5,0,0,0,5,1,0,0,0,0,5,0,1,0,0,0,6,0,0
"South Dakota",2021,2,316.76,2.5007303342934923,9,8,1,9,0,0,0,8,1,0,1,8,0,0,0,8,1,0,0,0,0,8,0,1,0,0,0,9,0,0
"South Dakota",2021,3,1051.53,3.021821667558336,7,7,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0
"South Dakota",2021,4,246.52,2.391852159058638,7,6,1,7,0,0,0,6,1,0,1,6,0,0,0,6,1,0,0,0,0,6,0,1,0,0,0,7,0,0
"South Dakota",2021,5,174.49,2.2417705426461243,4,3,1,4,0,0,0,3,1,0,1,3,0,0,0,3,1,0,0,0,0,3,0,1,0,0,0,4,0,0
"South Dakota",2021,7,401.74,2.6039450752328426,6,3,3,6,0,0,0,3,3,0,3,3,0,0,0,3,3,0,0,0,0,3,0,3,0,0,0,6,0,0
"South Dakota",2021,8,301.34,2.4790567839344138,10,8,2,10,0,0,0,8,2,0,2,8,0,0,0,8,2,0,0,0,0,8,0,2,0,0,0,10,0,0
"South Dakota",2021,9,464.03000000000003,2.6665460590317873,6,5,1,6,0,0,0,5,1,0,1,5,0,0,0,5,1,0,0,0,0,5,0,1,0,0,0,6,0,0
"South Dakota",2021,10,251.25,2.4001060704285453,3,2,1,3,0,0,0,2,1,0,1,2,0,0,0,2,1,0,0,0,0,2,0,1,0,0,0,3,0,0
"South Dakota",2021,12,1166.56,3.0669070808912693,7,4,3,7,0,0,0,4,3,0,3,4,0,0,0,4,3,0,0,0,0,4,0,3,0,0,0,7,0,0
"South Dakota",2022,6,230.17000000000002,2.362048717714715,4,3,1,4,0,0,0,3,1,0,1,3,0,0,0,3,1,0,0,0,0,3,0,1,0,0,0,4,0,0
"South Dakota",2022,9,675.76,2.8297924811745885,8,1,7,8,0,0,0,1,7,0,7,1,0,0,0,1,7,0,0,0,0,1,0,7,0,0,0,8,0,0
"South Dakota",2022,10,555.84,2.7449497967670045,10,0,10,10,0,0,0,0,10,0,10,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,10,0,0
